chr15	75335123	75336176	1054	*	9.12	9.58	8.44	-1.14	0.00051	0.0783	929	604.73	443.11	253.1	intron	NA	NA
chr19	13215052	13215719	668	*	8.03	8.52	7.3	-1.22	0.000521	0.0783	422	309.83	192.58	122.44	promoter	LYL1	4066
chr5	10681387	10682961	1575	*	9.88	10.22	9.45	-0.76	0.000525	0.0783	1235	1142.67	754.83	645.07	intron	NA	NA
chr5	131628879	131631274	2396	*	10.58	10.92	10.14	-0.78	0.00053	0.0783	2132	1738.88	1313	946.59	promoter	P4HA2	8974
chr3	18024460	18025467	1008	*	9.26	9.64	8.74	-0.91	0.000575	0.0833	905	695.69	461.88	392.89	intron	NA	NA
chr11	64071814	64073715	1902	*	9.95	10.32	9.44	-0.87	0.00059	0.084	1474	1076.58	808.69	583.85	promoter	ESRRA	2101
chr6	30649917	30650897	981	*	10.29	10.67	9.77	-0.9	0.000604	0.0845	1918	1337.38	1061.66	687.1	intron	NA	NA
chr5	43338717	43339476	760	*	8.07	8.52	7.41	-1.11	0.000627	0.0862	405	329.73	194.22	146.19	intergenic	NA	NA
chr5	169705525	169706504	980	*	9.82	10.2	9.3	-0.9	0.000663	0.0877	1328	1021.87	758.1	504.36	intron	NA	NA
chr1	234735450	234736317	868	*	8.94	9.34	8.38	-0.96	0.000665	0.0877	628	668.69	388.43	278.68	intergenic	NA	NA
chr3	23986532	23988010	1479	*	10.22	10.53	9.81	-0.72	0.000671	0.0877	1552	1411.28	988.22	804.97	promoter	NR1D2	9975
chr11	47429356	47430237	882	*	9	9.38	8.49	-0.89	0.00069	0.0888	725	610.42	362.32	357.26	promoter	SLC39A13	91252
chr5	131801877	131802775	899	*	9.32	9.73	8.76	-0.97	0.000706	0.0892	970	727.67	521.45	346.29	intron	NA	NA
chr19	1863548	1864671	1124	*	9.67	10.05	9.16	-0.88	0.000725	0.0892	1247	867.66	638.95	508.02	promoter	KLF16	83855
chr7	72935961	72937239	1279	*	9.65	10.03	9.11	-0.92	0.000727	0.0892	1191	906.03	668.33	440.4	promoter	BAZ1B	9031
chr7	75246825	75247645	821	*	9.21	9.62	8.65	-0.97	0.000788	0.0952	937	636.71	460.24	341.72	intron	NA	NA
chr15	70550882	70551640	759	*	8	8.49	7.27	-1.21	0.000829	0.098	421	296.33	194.22	115.13	intergenic	NA	NA
chr8	105341938	105342737	800	*	9.64	9.98	9.19	-0.78	0.000845	0.098	1046	967.86	643.04	529.03	intergenic	NA	NA
chr5	67510833	67512490	1658	*	10.16	10.5	9.71	-0.78	0.000848	0.098	1610	1280.53	962.92	717.26	promoter	NA	NA
chr12	53614018	53615489	1472	*	8.81	9.22	8.24	-0.98	0.000864	0.0984	699	492.46	320.7	283.25	promoter	NA	NA
chr8	103665950	103666829	880	*	9.32	9.7	8.82	-0.88	0.000897	0.0996	957	701.38	485.54	415.73	promoter	NA	NA
chrX	129225754	129226607	854	*	8.53	8.94	7.95	-0.99	0.000899	0.0996	529	455.5	279.08	216.55	intron	NA	NA
chr17	76588207	76589225	1019	*	8.56	9	7.93	-1.07	0.000968	0.104	592	430.63	291.32	197.36	intergenic	NA	NA
chr1	203642816	203643744	929	*	8.73	9.14	8.17	-0.97	0.000972	0.104	641	485.35	314.17	262.23	intron	NA	NA
chr1	33463452	33464425	974	*	8.28	8.75	7.58	-1.16	0.000979	0.104	515	344.65	237.47	146.19	intron	NA	NA
chr2	241505171	241506276	1106	*	9.08	9.45	8.57	-0.88	0.00102	0.104	760	643.11	423.52	338.07	intergenic	RNPEPL1	57140
chr6	44026210	44027433	1224	*	8.73	9.18	8.06	-1.13	0.00104	0.104	724	437.74	326.41	205.58	intron	NA	NA
chr9	126964624	126965319	696	*	7.95	8.38	7.33	-1.05	0.00104	0.104	364	304.14	175.45	147.11	intergenic	NA	NA
chr15	70778694	70779632	939	*	8.64	9.12	7.92	-1.19	0.00104	0.104	688	423.53	316.62	169.03	intergenic	NA	NA
chr17	55969882	55970847	966	*	8.48	8.92	7.84	-1.09	0.00106	0.104	555	416.42	280.72	176.34	intron	NA	NA
chr13	114830519	114831555	1037	*	9.94	10.28	9.5	-0.78	0.00106	0.104	1339	1149.78	837.25	612.18	intron	NA	NA
chr1	156426209	156427602	1394	*	8.98	9.4	8.37	-1.03	0.00108	0.105	814	540.07	399.04	264.06	intergenic	NA	NA
chr16	57333437	57334796	1360	*	10.18	10.48	9.8	-0.68	0.00117	0.112	1478	1382.15	969.45	812.28	promoter	NA	NA
chr19	1812024	1813264	1241	*	10	10.37	9.5	-0.87	0.00119	0.113	1556	1090.08	875.6	569.24	promoter	ATP8B3	148229
chr5	150162968	150163549	582	*	8.05	8.47	7.45	-1.02	0.00128	0.119	395	313.38	180.34	169.95	intron	NA	NA
chr4	145815478	145816183	706	*	7.99	8.4	7.41	-0.99	0.00128	0.119	353	324.04	168.92	170.86	intergenic	NA	NA
chr7	10979350	10980534	1185	*	10.05	10.35	9.66	-0.69	0.00138	0.123	1369	1244.29	880.5	735.53	promoter	NDUFA4	4697
chr6	37150695	37151492	798	*	8.38	8.84	7.71	-1.13	0.0014	0.123	556	358.86	259.5	158.07	intergenic	NA	NA
chr1	234746428	234747255	828	*	8.51	8.95	7.87	-1.08	0.00141	0.123	606	384.44	277.45	190.96	promoter	IRF2BP2	359948
chr12	52591453	52592840	1388	*	9.58	9.95	9.08	-0.87	0.00142	0.123	1171	804.42	620.19	462.33	intergenic	NA	NA
chr8	134257808	134258670	863	*	8.57	9.02	7.9	-1.11	0.00143	0.123	599	438.45	310.91	168.12	promoter	NA	NA
chr11	67055545	67057069	1525	*	9.43	9.8	8.92	-0.87	0.00144	0.123	1037	741.88	557.35	413.91	promoter	ANKRD13D	338692
chr1	182228271	182229021	751	*	9.22	9.61	8.68	-0.93	0.00147	0.123	850	714.17	508.39	311.57	intergenic	NA	NA
chr17	80055563	80057150	1588	*	10.43	10.73	10.05	-0.68	0.00147	0.123	1881	1504.37	1144.9	973.09	promoter	FASN	2194
chr9	35115840	35116500	661	*	8.36	8.78	7.76	-1.02	0.00148	0.123	499	380.18	252.15	180	promoter	FAM214B	80256
chr5	118603685	118605095	1411	*	10.13	10.44	9.75	-0.69	0.00154	0.123	1519	1253.53	919.67	800.4	promoter	TNFAIP8	25816
chr13	111566469	111568066	1598	*	10.83	11.11	10.49	-0.62	0.00155	0.123	2266	2153.16	1590.45	1291.06	promoter	ANKRD10	55608
chr1	3816296	3818127	1832	*	10.59	10.88	10.22	-0.65	0.00156	0.123	2079	1683.45	1290.15	1101.01	promoter	C1orf174	339448
chr1	168473064	168474000	937	*	8.5	8.89	7.95	-0.94	0.00158	0.123	494	455.5	279.08	216.55	intergenic	NA	NA
chr3	127309112	127310201	1090	*	9.11	9.47	8.62	-0.85	0.00159	0.123	739	681.48	451.27	337.16	promoter	NA	NA
chr2	228682785	228683973	1189	*	8.65	9.03	8.13	-0.9	0.0016	0.123	529	513.06	250.52	308.83	intergenic	NA	NA
chr6	160240876	160241613	738	*	9.81	10.14	9.37	-0.77	0.0016	0.123	1220	1041.76	767.07	560.1	intron	NA	NA
chr4	103747978	103749747	1770	*	10.68	10.94	10.35	-0.59	0.00164	0.123	2008	1925.77	1352.17	1265.48	promoter	UBE2D3-AS1	NA
chr6	14452692	14453617	926	*	8.31	8.73	7.69	-1.04	0.00165	0.123	476	375.92	250.52	162.64	intergenic	NA	NA
chr7	48128052	48129325	1274	*	10.04	10.34	9.65	-0.69	0.00165	0.123	1416	1178.2	855.2	751.98	promoter	UPP1	7378
chr15	31507516	31509053	1538	*	9.58	9.93	9.11	-0.82	0.00166	0.123	1133	815.79	616.11	486.09	intergenic	NA	NA
chr2	8684990	8685800	811	*	9.27	9.66	8.73	-0.94	0.00167	0.123	965	655.19	507.57	338.98	intergenic	NA	NA
chr5	138861300	138862649	1350	*	8.95	9.34	8.43	-0.91	0.00168	0.123	697	597.63	408.02	281.42	promoter	TMEM173	340061
chr1	6673094	6674189	1096	*	10.1	10.42	9.69	-0.73	0.0017	0.123	1568	1170.38	903.35	743.75	promoter	PHF13	148479
chr17	27465972	27467652	1681	*	9.57	9.96	9.03	-0.93	0.00172	0.123	1169	820.05	655.28	387.41	intron	NA	NA
chr7	48018647	48019448	802	*	9.03	9.41	8.51	-0.9	0.00173	0.123	770	589.81	421.07	307	promoter	HUS1	3364
chr3	116754733	116755769	1037	*	8.2	8.61	7.63	-0.98	0.00174	0.123	337	443.42	190.14	206.5	intergenic	NA	NA
chr6	155635114	155636407	1294	*	10.94	11.2	10.62	-0.58	0.00175	0.123	2334	2364.22	1681.85	1460.09	promoter	TFB1M	51106
chr7	39988648	39990000	1353	*	10.83	11.11	10.48	-0.62	0.00178	0.124	2374	2038.76	1573.31	1291.97	promoter	CDK13	8621
chr8	103667730	103668577	848	*	9.24	9.62	8.71	-0.91	0.0018	0.124	969	605.44	458.61	378.27	promoter	KLF10	7071
chr2	43453166	43455099	1934	*	10.09	10.43	9.65	-0.78	0.00181	0.124	1568	1196.68	953.13	656.95	promoter	ZFP36L2	678
chr9	73033728	73035507	1780	*	9.89	10.21	9.48	-0.73	0.00184	0.125	1317	1052.42	782.58	650.56	intergenic	NA	NA
chr2	8683683	8684194	512	*	8.86	9.26	8.31	-0.95	0.00184	0.125	731	496.01	361.5	272.28	intergenic	NA	NA
chr6	139947484	139948537	1054	*	8.72	9.13	8.13	-1.01	0.00188	0.126	611	511.64	352.53	206.5	intergenic	NA	NA
chr14	77234477	77235329	853	*	8.68	9.05	8.19	-0.87	0.00189	0.126	531	531.54	314.17	268.63	intron	NA	NA
chr17	53828148	53829044	897	*	8.69	9.06	8.19	-0.87	0.00197	0.13	583	482.51	297.04	285.07	promoter	PCTP	58488
chr7	35076346	35077858	1513	*	9.92	10.21	9.55	-0.66	0.00198	0.13	1149	1220.84	786.66	709.03	intron	NA	NA
chr11	61594750	61596033	1284	*	9.17	9.56	8.64	-0.93	0.00201	0.13	922	592.65	460.24	337.16	promoter	NA	NA
chr2	64977782	64978858	1077	*	10.94	11.21	10.6	-0.62	0.00204	0.131	2536	2212.15	1725.91	1371.47	intergenic	SERTAD2	9792
chr17	62981762	62982854	1093	*	8.44	8.86	7.84	-1.02	0.00206	0.131	542	390.13	276.64	181.83	intergenic	NA	NA
chr2	26256080	26257395	1316	*	9.9	10.26	9.43	-0.83	0.00208	0.131	1414	1037.5	839.7	541.82	promoter	RAB10	10890
chr18	29671748	29673139	1392	*	9.9	10.22	9.48	-0.74	0.00217	0.134	1240	1149.78	840.52	589.34	promoter	RNF138	51444
chr11	64014147	64015131	985	*	8.03	8.47	7.41	-1.06	0.00218	0.134	412	295.62	202.38	137.06	promoter	PPP1R14B	26472
chr1	228593603	228595181	1579	*	8.09	8.52	7.46	-1.06	0.00218	0.134	415	319.78	216.25	137.06	promoter	TRIM11	81559
chr13	60970147	60972122	1976	*	10.37	10.65	10.04	-0.61	0.00219	0.134	1544	1662.13	1107.36	996.85	promoter	TDRD3	81550
chr19	8552181	8552968	788	*	8.65	9.05	8.09	-0.96	0.00226	0.138	605	454.79	323.15	221.12	promoter	NA	NA
chr17	76136109	76136925	817	*	9.02	9.41	8.49	-0.92	0.00232	0.139	789	572.05	430.87	286.9	intron	NA	NA
chr14	105218580	105219803	1224	*	10.16	10.45	9.81	-0.64	0.00233	0.139	1464	1332.4	968.63	823.24	promoter	SIVA1	10572
chr11	58345062	58347367	2306	*	10.84	11.12	10.5	-0.61	0.00234	0.139	2348	2098.45	1630.44	1273.7	promoter	LPXN	9404
chr9	123638219	123640043	1825	*	9.25	9.59	8.79	-0.8	0.00236	0.139	854	688.59	491.25	394.72	promoter	PHF19	26147
chr2	198364091	198365417	1327	*	10.2	10.49	9.84	-0.65	0.00238	0.139	1525	1343.77	999.64	829.64	promoter	HSPE1	3336
chr10	98591513	98592870	1358	*	8.45	8.84	7.92	-0.92	0.0024	0.14	471	444.13	278.27	205.58	promoter	LCOR	84458
chr8	97657133	97658104	972	*	9.54	9.88	9.09	-0.78	0.00242	0.14	1077	801.57	605.5	487.92	promoter	CPQ	10404
chr9	102581584	102582649	1066	*	9.66	9.99	9.22	-0.77	0.00252	0.142	1112	924.51	697.71	497.05	promoter	LOC101928438	NA
chr1	45274885	45275535	651	*	8.16	8.61	7.5	-1.11	0.00253	0.142	477	305.56	228.49	134.31	intron	TCTEX1D4	343521
chr2	26183508	26184321	814	*	8.6	9.01	8.04	-0.96	0.00254	0.142	617	410.74	297.04	231.17	intron	NA	NA
chr11	65341622	65342331	710	*	8.6	9.01	8.04	-0.97	0.00259	0.142	619	410.74	301.93	222.94	promoter	EHBP1L1	254102
chr11	33915145	33915870	726	*	7.99	8.44	7.34	-1.1	0.00261	0.142	428	264.35	194.22	128.83	promoter	LMO2	4005
chr8	104625705	104626779	1075	*	8.61	8.98	8.12	-0.86	0.00263	0.142	547	461.9	291.32	264.97	intron	NA	NA
chr17	38255171	38255766	596	*	8.9	9.29	8.38	-0.91	0.00266	0.142	729	523.01	390.06	275.02	intron	NA	NA
chr6	35699219	35700198	980	*	9.1	9.49	8.57	-0.92	0.00267	0.142	850	586.26	458.61	301.52	intron	NA	NA
chr3	27212444	27213209	766	*	7.94	8.35	7.38	-0.97	0.00268	0.142	360	291.35	150.97	181.83	intron	NA	NA
chr1	244998082	244999157	1076	*	9.32	9.65	8.9	-0.75	0.00268	0.142	854	752.54	521.45	433.09	promoter	COX20	116228
chr1	34656134	34656782	649	*	8.62	8.99	8.11	-0.88	0.00271	0.142	567	448.4	295.4	257.66	intron	NA	NA
chr10	74091626	74092158	533	*	8.13	8.58	7.48	-1.1	0.00273	0.142	434	331.86	234.2	123.35	intergenic	NA	NA
chr7	152160479	152161760	1282	*	10.68	10.96	10.35	-0.61	0.00274	0.142	2174	1797.86	1412.56	1192.38	promoter	NA	NA
chr5	131831416	131832851	1436	*	9.38	9.73	8.92	-0.81	0.00278	0.142	1018	680.06	497.78	471.47	promoter	NA	NA
chr2	209130522	209131526	1005	*	9.37	9.72	8.92	-0.8	0.00279	0.142	968	714.88	538.58	430.35	promoter	IDH1	3417
chr6	20403097	20404157	1061	*	9.46	9.77	9.06	-0.72	0.0028	0.142	912	837.11	575.3	488.83	promoter	NA	NA
chr15	90517713	90518346	634	*	8.21	8.61	7.64	-0.97	0.0028	0.142	450	331.86	225.23	173.6	intergenic	NA	NA
chr2	8784442	8785435	994	*	8.75	9.15	8.21	-0.94	0.00281	0.142	683	450.53	335.39	256.75	intergenic	NA	NA
chr17	75136236	75137341	1106	*	9.52	9.85	9.09	-0.76	0.00281	0.142	1053	790.92	594.07	493.4	promoter	SEC14L1	6397
chr6	133134749	133136027	1279	*	10.05	10.36	9.67	-0.69	0.00283	0.142	1416	1206.63	925.38	703.55	promoter	RPS12	6206
chr3	57969137	57970054	918	*	8.34	8.75	7.78	-0.97	0.00283	0.142	511	348.2	243.18	195.53	intergenic	NA	NA
chr13	92000582	92001695	1114	*	9.56	9.87	9.18	-0.69	0.00291	0.145	961	906.75	617.74	539.08	promoter	NA	NA
chr7	150685577	150686448	872	*	8.94	9.3	8.47	-0.83	0.00295	0.146	706	553.57	388.43	319.8	intergenic	NOS3	4846
chr2	99421583	99422559	977	*	8.04	8.45	7.47	-0.98	0.00299	0.147	414	286.38	186.87	168.12	intron	NA	NA
chr4	129208606	129209745	1140	*	10.47	10.73	10.15	-0.59	0.00309	0.15	1814	1587.51	1182.43	1082.74	5UTR	NA	NA
chr12	6445347	6446805	1459	*	8.78	9.19	8.19	-1	0.0031	0.15	717	454.79	363.14	222.03	intron	NA	NA
chr2	232572354	232573392	1039	*	9.72	10.05	9.29	-0.77	0.00313	0.151	1207	916.69	727.9	519.9	promoter	NA	NA
chr2	114360804	114362045	1242	*	9.88	10.17	9.51	-0.66	0.00317	0.152	1193	1112.11	803.79	650.56	intergenic	NA	NA
chr12	54697891	54698590	700	*	8.57	8.98	7.99	-0.98	0.00319	0.152	595	412.87	310.91	199.19	intergenic	NA	NA
chr16	29816681	29817722	1042	*	8.95	9.32	8.46	-0.86	0.00322	0.152	742	533.67	395.78	306.09	promoter	MAZ	4150
chr1	2158777	2159537	761	*	9.32	9.63	8.91	-0.72	0.00323	0.152	815	771.02	513.29	451.37	promoter	SKI	6497
chr6	79787515	79788673	1159	*	9.68	9.99	9.27	-0.73	0.00328	0.154	1157	882.58	675.68	557.36	promoter	PHIP	55023
chr3	129830020	129831442	1423	*	10.21	10.48	9.87	-0.61	0.00332	0.155	1480	1383.57	1015.96	856.14	promoter	NA	NA
chr1	26868258	26869291	1034	*	10.25	10.59	9.8	-0.79	0.00339	0.155	1864	1212.31	1074.72	708.12	promoter	NA	NA
chr7	23513588	23514473	886	*	9.22	9.55	8.78	-0.77	0.00344	0.155	846	655.19	470.85	410.25	intergenic	NA	NA
chrX	129220790	129221358	569	*	8.5	8.9	7.93	-0.97	0.00345	0.155	525	431.34	306.01	180.91	intron	NA	NA
chr10	76585526	76586810	1285	*	10.58	10.86	10.22	-0.64	0.00348	0.155	1908	1808.52	1397.87	988.62	promoter	NA	NA
chr4	128981851	128983456	1606	*	9.88	10.17	9.53	-0.64	0.00349	0.155	1183	1114.96	791.55	683.45	promoter	LARP1B	55132
chr18	72920248	72921828	1581	*	9.3	9.62	8.88	-0.74	0.00349	0.155	831	740.46	519.81	422.13	promoter	ZADH2	284273
chr5	34929215	34930399	1185	*	9.6	9.91	9.21	-0.7	0.00351	0.155	1061	860.56	626.71	558.27	promoter	DNAJC21	134218
chr6	27099971	27101303	1333	*	10.44	10.7	10.12	-0.58	0.00353	0.155	1688	1648.63	1204.47	1027	promoter	HIST1H2BJ	8970
chr8	92082114	92083004	891	*	9.84	10.12	9.48	-0.64	0.00354	0.155	1191	1039.63	715.66	716.34	promoter	OTUD6B	51633
chr3	13460974	13462974	2001	*	8.36	8.75	7.81	-0.94	0.00357	0.155	513	349.62	247.26	201.93	promoter	NUP210	23225
chr2	3605531	3606599	1069	*	9.77	10.05	9.41	-0.64	0.00358	0.155	1080	1037.5	693.63	669.74	promoter	RNASEH1	246243
chr7	143077300	143078680	1381	*	9.7	10.03	9.28	-0.74	0.00358	0.155	1188	898.93	712.4	533.6	promoter	NA	NA
chr8	66863785	66864608	824	*	9.08	9.47	8.55	-0.93	0.00359	0.155	863	558.54	458.61	288.73	intergenic	NA	NA
chr5	171614902	171615961	1060	*	9.93	10.23	9.56	-0.67	0.00364	0.155	1319	1084.4	834.8	673.4	promoter	STK10	6793
chr5	118323606	118324545	940	*	9.82	10.1	9.48	-0.63	0.00367	0.155	1128	1072.32	698.53	726.39	promoter	DTWD2	285605
chr15	65185904	65186598	695	*	9.18	9.53	8.72	-0.81	0.00369	0.155	827	653.06	492.07	350.86	intergenic	NA	NA
chr16	85722191	85723015	825	*	8.8	9.15	8.33	-0.82	0.0037	0.155	644	493.88	331.31	312.49	promoter	GINS2	51659
chr8	90996003	90997097	1095	*	10.09	10.37	9.74	-0.63	0.00373	0.155	1391	1249.97	931.91	780.3	promoter	NBN	4683
chr1	226850390	226851187	798	*	8.32	8.7	7.8	-0.9	0.00373	0.155	394	440.58	258.68	187.31	intron	NA	NA
chr2	48541211	48542327	1117	*	10.38	10.64	10.06	-0.58	0.00374	0.155	1630	1556.25	1137.55	997.76	promoter	FOXN2	3344
chr7	148725201	148726386	1186	*	10.74	10.98	10.45	-0.53	0.00374	0.155	1981	2060.07	1365.23	1426.29	promoter	PDIA4	9601
chr2	46523541	46524679	1139	*	8.85	9.22	8.37	-0.85	0.00379	0.156	679	510.22	372.93	286.9	promoter	NA	NA
chr5	150169391	150170249	859	*	8.3	8.68	7.77	-0.91	0.00379	0.156	460	363.12	247.26	190.05	intron	NA	NA
chr5	150631969	150633113	1145	*	10.22	10.51	9.87	-0.64	0.0038	0.156	1566	1348.75	1055.13	810.45	promoter	GM2A	2760
chr6	167412082	167413355	1274	*	10.27	10.54	9.94	-0.6	0.00399	0.158	1587	1380.73	1045.34	914.61	promoter	NA	NA
chr4	15757853	15758553	701	*	8.9	9.24	8.46	-0.78	0.004	0.158	668	542.2	362.32	340.81	intergenic	NA	NA
chr8	131006963	131008004	1042	*	8.56	8.95	8.03	-0.92	0.00402	0.158	578	407.89	302.75	218.37	intron	NA	NA
chr7	12726032	12727384	1353	*	9.99	10.26	9.66	-0.6	0.00403	0.158	1216	1230.79	804.61	812.28	promoter	ARL4A	10124
chr17	61919746	61920743	998	*	9.8	10.12	9.39	-0.72	0.00407	0.158	1236	985.62	784.21	561.93	promoter	SMARCD2	6603
chr13	111162158	111163236	1079	*	8.87	9.24	8.36	-0.88	0.00408	0.158	736	477.53	366.4	292.38	intron	COL4A2-AS1	NA
chr12	102285178	102285806	629	*	7.96	8.34	7.45	-0.89	0.00408	0.158	313	333.99	177.9	171.78	intron	NA	NA
