GeneID	Chr	Length	Symbol	type_of_gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
10397	8	3478	NDRG1	protein-coding	-1.15491746894794	6.61061740683725	-11.006953868081	1.39351290446439e-09	3.29772248262045e-07	12.1755813327436
64207	14	4149	IRF2BPL	protein-coding	-1.70876620572879	3.37710327982333	-10.52880297938	1.60489209889916e-09	3.72889384215133e-07	12.0343846902419
285313	3	8787	IGSF10	protein-coding	1.02804939337426	7.00516681858181	10.5135532299458	1.64448694523184e-09	3.75266047734245e-07	11.9420893324721
6404	12	2543	SELPLG	protein-coding	-0.921696504302255	6.59058616885675	-10.2083366730866	2.69280507140712e-09	6.03708000131781e-07	11.4540709542774
3082	7	4284	HGF	protein-coding	1.54165366963323	4.8228387768992	10.9928071992467	3.10970473007869e-09	6.85153736994407e-07	11.509248846903
9473	1	2723	THEMIS2	protein-coding	-1.30848400185308	4.73250919276595	-10.1146857398262	3.44668180171292e-09	7.36588855530294e-07	11.3132307089498
54941	18	5888	RNF125	protein-coding	1.17101229575757	5.48950558880798	10.1401093799604	3.45843425399621e-09	7.36588855530294e-07	11.2735304999012
100170841	17	3232	EPOP	protein-coding	-1.09328927246043	5.29734609332654	-10.0085083714561	3.73999423444882e-09	7.83498136426582e-07	11.1899668531944
301	9	1399	ANXA1	protein-coding	1.12087352343805	6.20323619095864	10.3105294073784	3.84309384548583e-09	7.92111229862313e-07	11.1630904158623
7779	1	2018	SLC30A1	protein-coding	1.59642696127563	3.949199698928	10.0345898778641	3.92892459276149e-09	7.96948053506336e-07	11.2071149683601
9181	1	4291	ARHGEF2	protein-coding	-0.859246211240254	7.57268387057249	-9.96159594786077	4.04249047373159e-09	8.07171652559624e-07	11.010448810003
3320	14	4074	HSP90AA1	protein-coding	1.04281792485038	11.5882757737965	10.6559579212738	4.26329353733157e-09	8.38163509439386e-07	11.0440711540213
6497	1	5707	SKI	protein-coding	-0.997299593362375	5.9525569806024	-9.90347981359001	4.45293031291223e-09	8.62181764677355e-07	10.9755566609417
9262	2	5307	STK17B	protein-coding	1.09972188079252	5.1377659994454	9.82365177314568	5.08871596616397e-09	9.70577631815064e-07	10.8935919883219
9123	17	2240	SLC16A3	protein-coding	-1.09994036742941	6.55888648911464	-10.2856947861102	5.47576388353388e-09	1.02904098040705e-06	10.8161784007401
64859	2	3912	NABP1	protein-coding	1.12899551998622	4.72938467156918	9.74493485880643	5.80868959447351e-09	1.07578614967793e-06	10.7861288364313
8645	6	3783	KCNK5	protein-coding	-1.22787882638199	4.36161226231913	-9.73404826242163	5.91631109844358e-09	1.08006485038586e-06	10.7857738412173
1316	10	4662	KLF6	protein-coding	1.07957134994338	5.3468476746295	9.71548974859981	6.10458679903739e-09	1.08330098365575e-06	10.6968266218581
254065	X	12793	BRWD3	protein-coding	0.930041191796141	6.67390957250889	9.71490162926807	6.11065423923937e-09	1.08330098365575e-06	10.6210534849752
100506666	12	729	NA	NA	-0.953677398023768	5.74063380987693	-9.69613417463745	6.30760578601342e-09	1.08330098365575e-06	10.6348898111871
55914	5	6916	ERBIN	protein-coding	0.885639346883274	7.36216349152321	9.68942462329492	6.37961180145476e-09	1.08330098365575e-06	10.5530154885708
134957	6	6433	STXBP5	protein-coding	0.96877911481355	5.82571647500561	9.68522820974148	6.42508165843418e-09	1.08330098365575e-06	10.6136558254099
283897	16	2598	C16orf54	protein-coding	-1.97606290140389	2.66960061036664	-9.68361330477878	6.44266959526073e-09	1.08330098365575e-06	10.5859532932301
9363	X	1108	RAB33A	protein-coding	-1.67593298984866	3.29755497450786	-9.66170697966229	6.68626515641827e-09	1.1082270287724e-06	10.6597296031839
6452	4	9790	SH3BP2	protein-coding	-0.999683503060684	6.23130553860722	-9.65485982441381	6.76435622851922e-09	1.1082270287724e-06	10.5375393853055
6688	11	1408	SPI1	protein-coding	-0.94758878205967	6.25359194894912	-9.59471202255852	7.49252337116944e-09	1.21198678683765e-06	10.4323931377898
5806	3	1938	PTX3	protein-coding	2.65130867047934	1.75938140435513	9.5767692996207	7.72519726022945e-09	1.2340036973559e-06	9.9802189656542
3394	16	2662	IRF8	protein-coding	-1.50214481495263	4.10820597423218	-9.82462704783091	7.9722462217717e-09	1.25774486997556e-06	10.5349443397986
4496	16	397	MT1H	protein-coding	3.79937834323778	1.17842972562479	9.68741280608698	8.6355364205355e-09	1.34577463314662e-06	9.25320532485008
3663	7	3070	IRF5	protein-coding	-0.900671059354573	6.18277177581299	-9.49569456050708	8.87420625233137e-09	1.36630700841618e-06	10.2642352984609
51696	6	5621	HECA	protein-coding	0.949279037520581	5.82882011426459	9.45476977661249	9.52043184747279e-09	1.43300616993598e-06	10.2154831308479
84957	11	3643	RELT	protein-coding	-1.06600946832634	5.04519473789945	-9.45408241764045	9.53169453357524e-09	1.43300616993598e-06	10.264676336476
89782	3	7154	LMLN	protein-coding	1.07386833355104	4.76700388801589	9.3206911271839	1.20028101152005e-08	1.78353384258311e-06	10.0566002672914
27128	22	3138	CYTH4	protein-coding	-2.09026818297768	2.70655792282697	-9.35215111242432	1.23563314213113e-08	1.8149604509533e-06	9.98429878074514
1992	6	1293	SERPINB1	protein-coding	-0.808895514968599	7.41163054230683	-9.26970861104478	1.3115756647698e-08	1.90461652501059e-06	9.81568184174471
8773	15	2307	SNAP23	protein-coding	1.07447085211947	6.62045965256133	9.88028461377178	1.34391103787936e-08	1.92964484865847e-06	9.93136570640382
22898	8	5444	DENND3	protein-coding	-0.880567482200261	6.99167693195609	-9.20991563958099	1.45590867850852e-08	2.04917268383184e-06	9.72286123956221
54893	15	4961	MTMR10	protein-coding	0.984566261342604	5.60652013643691	9.20459249887376	1.4695347269122e-08	2.04917268383184e-06	9.79127714184129
54880	X	6746	BCOR	protein-coding	-0.863801712949522	6.33874864317218	-9.20236991897585	1.47526322022482e-08	2.04917268383184e-06	9.73973904985066
3575	5	1805	IL7R	protein-coding	2.14293352071406	2.88072742382922	9.47457716849453	1.51244662258917e-08	2.07823176237279e-06	9.81840807957309
26034	6	6953	IPCEF1	protein-coding	1.16792048598532	4.31635815162264	9.16519675677582	1.57459363481577e-08	2.14060979354369e-06	9.81750028943397
7316	12	2574	UBC	protein-coding	-0.747332317981632	10.966680882826	-9.14797929963987	1.62293331053518e-08	2.1831015552978e-06	9.56651459343554
5727	9	8999	PTCH1	protein-coding	1.35318613290659	3.80315968348199	9.11329142411604	1.72506756765858e-08	2.29631650490719e-06	9.75143510841203
22858	6	6238	ICK	protein-coding	1.09059524344278	4.59829972710517	9.05059768739704	1.9269696740261e-08	2.53863355302882e-06	9.59502219243006
80305	22	2315	TRABD	protein-coding	-0.995047408381746	5.26448237159	-9.00469297256283	2.09028398480348e-08	2.72568765732691e-06	9.45690037788764
4778	12	1865	NFE2	protein-coding	-2.36555047754462	1.73966045188051	-8.98740442726146	2.15546447381565e-08	2.78229096069598e-06	9.16253690294594
84441	11	5428	MAML2	protein-coding	1.43501024506106	3.70840695968497	8.95138560357636	2.29813794096571e-08	2.91738735700207e-06	9.4719124197137
286336	9	3936	FAM78A	protein-coding	-0.84024836888423	6.25003257474743	-8.94952147431628	2.30578388807582e-08	2.91738735700207e-06	9.29110751006234
23526	19	4264	ARHGAP45	protein-coding	-1.10206671822652	7.67667439192232	-10.1162789727923	2.46179818133615e-08	3.07966464580315e-06	9.38198429663996
79961	1	2042	DENND2D	protein-coding	-1.15009594836168	4.36084723196045	-8.90819850057454	2.48224006978421e-08	3.07966464580315e-06	9.35619597320493
79780	11	2730	CCDC82	protein-coding	0.907016221800019	5.65497812430543	8.84458856794629	2.78178219162108e-08	3.41811486795441e-06	9.14124009309254
56978	4	4220	PRDM8	protein-coding	1.20527836158395	4.44993748188819	8.83503153949619	2.82993339373323e-08	3.44416369890637e-06	9.22422238902698
9881	3	10484	TRANK1	protein-coding	1.14185414336759	4.20692119990308	8.82114983469222	2.90142154553312e-08	3.49785527644979e-06	9.21614389746048
55359	12	2995	STYK1	protein-coding	4.2580086151643	-1.04313651092608	8.80554609413105	2.98402254763053e-08	3.56381533982903e-06	7.10839185917381
79651	17	3604	RHBDF2	protein-coding	-1.27451172703239	3.67970780791057	-8.78090512489669	3.1194742608792e-08	3.66044750046102e-06	9.17001276744973
1728	16	2591	NQO1	protein-coding	1.36740766560668	3.54976318640285	8.78041680385503	3.12222222044175e-08	3.66044750046102e-06	9.17355406440078
604	3	3975	BCL6	protein-coding	1.58565691270631	3.16417114249174	8.74927476504111	3.30276899474011e-08	3.83691681670762e-06	9.11072574965222
100288312	12	1128	NA	NA	-0.722253559317464	10.6819148787856	-8.72067950667211	3.47810784355676e-08	4.00046393065413e-06	8.78917749026053
3603	15	8340	IL16	protein-coding	0.813613038797076	6.27394096984381	8.71624421810709	3.50615823016873e-08	4.00046393065413e-06	8.86596361076778
65083	9	4853	NOL6	protein-coding	-0.809233451264482	6.28801843872188	-8.69937099741933	3.61503628907315e-08	4.08819015381113e-06	8.83187387742475
2114	21	3672	ETS2	protein-coding	-0.804938397202779	6.67724043830991	-8.66919061093437	3.81862787497904e-08	4.28054786090852e-06	8.7548307205065
58526	X	2500	MID1IP1	protein-coding	-0.988970209428908	4.71611116896805	-8.63846265859868	4.03817906921181e-08	4.48729481090936e-06	8.83752941141424
9465	6	3121	AKAP7	protein-coding	1.42732651880941	3.27629491799805	8.62520295469299	4.13693107829269e-08	4.54176371672419e-06	8.89815127643124
6518	1	3064	SLC2A5	protein-coding	-0.86777926468668	5.61536236216047	-8.61928923367751	4.18177922422795e-08	4.54176371672419e-06	8.72820111782044
5292	6	2709	PIM1	protein-coding	-1.33960292585944	5.07043054575858	-9.70883476992335	4.19381891050516e-08	4.54176371672419e-06	8.95570848725826
118788	10	4811	PIK3AP1	protein-coding	-0.807313369616795	6.17747933346738	-8.61149166708767	4.24168703846814e-08	4.55500156845247e-06	8.67607193261856
1062	4	8612	CENPE	protein-coding	0.95305274736082	6.32974421203822	8.84597998272714	4.42591280447887e-08	4.71322831070296e-06	8.67905828720845
116984	4	7360	ARAP2	protein-coding	1.07492928047658	4.53365247346053	8.55678271220223	4.68787792449479e-08	4.94334102665062e-06	8.70967452224366
3955	7	3156	LFNG	protein-coding	-2.26744826270211	1.66751621929152	-8.55312858722489	4.71936462361199e-08	4.94334102665062e-06	8.45690647388245
7071	8	3423	KLF10	protein-coding	-1.18498783422924	4.11377485518353	-8.54726279103293	4.77036870015982e-08	4.95614159506848e-06	8.72419013848285
215	X	3664	ABCD1	protein-coding	-0.927796843639886	5.56522546526274	-8.53785776110418	4.85334477898726e-08	5.00168491376437e-06	8.58157094232752
5029	11	2860	P2RY2	protein-coding	-1.47339707843492	3.10772874914566	-8.52549988859971	4.96465642685163e-08	5.07546755829896e-06	8.71865107873887
60386	17	1732	SLC25A19	protein-coding	-0.849145441065831	5.80646197726101	-8.48270667583718	5.37102775429061e-08	5.44733045016505e-06	8.46077287609582
1453	17	2047	CSNK1D	protein-coding	-0.841211366477192	6.22737266068102	-8.46716500031064	5.52703285225751e-08	5.52101716141604e-06	8.40432565766493
80301	15	3721	PLEKHO2	protein-coding	-1.03481091658464	4.8903070569671	-8.46412028527282	5.55814231855812e-08	5.52101716141604e-06	8.50151713149387
167838	6	4685	TXLNB	protein-coding	1.90143536308576	2.38512522031666	8.46264379489876	5.57329379311894e-08	5.52101716141604e-06	8.51141520838284
255967	13	5632	PAN3	protein-coding	0.882915525897141	5.43400946414136	8.45427630696585	5.65997318271845e-08	5.56375363861224e-06	8.43904619521597
408	11	2204	ARRB1	protein-coding	-0.793887258356357	6.69031998622396	-8.44372737051771	5.77124853960747e-08	5.59980471423155e-06	8.33379690487974
23338	5	6463	JADE2	protein-coding	-0.767001986889939	6.62493082117978	-8.44250502400366	5.78428845980566e-08	5.59980471423155e-06	8.33472723866893
54913	15	2333	RPP25	protein-coding	-0.907988223503586	5.09512318447995	-8.38573585476414	6.42486812679911e-08	6.17318720243353e-06	8.3359573019464
8740	19	2894	TNFSF14	protein-coding	-1.476554841502	3.14763541583567	-8.35810631324237	6.76286059918298e-08	6.4494474326089e-06	8.42004594169488
7091	9	4747	TLE4	protein-coding	0.901719600981289	5.06782289598836	8.32227751283493	7.22883945751424e-08	6.84276588352403e-06	8.22356044342766
2101	11	2221	ESRRA	protein-coding	-0.829795693640383	5.73887413832741	-8.30872671463736	7.41365221869781e-08	6.9661074781426e-06	8.13858657690382
8266	X	2305	UBL4A	protein-coding	-0.793135361883306	6.04287023761859	-8.30457486057739	7.4712532639764e-08	6.9689887197339e-06	8.10957945440563
182	20	5987	JAG1	protein-coding	1.16021781463523	4.14732539313752	8.29220305284536	7.64566382303346e-08	7.07999550685106e-06	8.25651622488773
10514	17	4568	MYBBP1A	protein-coding	-0.71583232984943	7.27444958765294	-8.27187486002867	7.94146896032242e-08	7.30100948517699e-06	7.98402381833396
22797	7	6631	TFEC	protein-coding	0.817743912786647	5.75394024417966	8.26283363956824	8.07682330770068e-08	7.37240893207907e-06	8.05282980278978
9368	17	2004	SLC9A3R1	protein-coding	-0.991598182841542	6.96085605963516	-9.09016235672063	8.3118513032812e-08	7.53313104997379e-06	8.12359629944148
5788	1	6163	PTPRC	protein-coding	0.734974575307599	7.57623273885682	8.18713455851818	9.30842624261536e-08	8.37692809537899e-06	7.8153312793933
340061	5	2175	TMEM173	protein-coding	-0.752607387117952	6.70679007763005	-8.17678976856569	9.49127514912709e-08	8.4736147568079e-06	7.82629664634707
5580	3	2835	PRKCD	protein-coding	-1.06531904478606	5.48144439242321	-8.70919178753559	9.54848207982109e-08	8.4736147568079e-06	8.01310446801061
170954	6	4599	PPP1R18	protein-coding	-1.00699019258977	6.95927194631711	-9.05988737203549	9.89982420041422e-08	8.72481747979954e-06	7.96050387725325
10938	11	3457	EHD1	protein-coding	-1.0641367069473	5.95650409848786	-8.9223707248641	1.07460894738371e-07	9.40577242370991e-06	7.91363125205728
976	19	3233	ADGRE5	protein-coding	-0.760523666546898	6.19253656831356	-8.0951070833616	1.1072544217816e-07	9.6255811264946e-06	7.69988575223959
4144	2	2819	MAT2A	protein-coding	-0.6943367679019	9.14864716004955	-8.08936325185817	1.11935473274325e-07	9.6650230606257e-06	7.60444088499438
10235	11	2582	RASGRP2	protein-coding	-0.761041836085779	6.13062061721775	-8.08078216869327	1.13768819787288e-07	9.73511955861192e-06	7.67639286118348
84106	19	2209	PRAM1	protein-coding	-1.17022935296002	4.82795307754532	-8.60953377277731	1.14641532235635e-07	9.73511955861192e-06	7.88452347806513
9136	3	1543	RRP9	protein-coding	-0.759543293091302	6.08054793599753	-8.07494952155087	1.15032714089553e-07	9.73511955861192e-06	7.6684860635488
23616	22	2576	SH3BP1	protein-coding	-0.910579074758945	5.81144990990181	-8.18118082578939	1.18693271143249e-07	9.9788244206551e-06	7.68374244253888
7431	10	2136	VIM	protein-coding	0.681685366237885	8.64679243609054	8.04889713476772	1.20858361732561e-07	1.0094437938434e-05	7.53156514817811
1802	1	2497	DPH2	protein-coding	-0.836778536438222	5.78719043368158	-8.03039135334127	1.25181673634628e-07	1.02563932152112e-05	7.60371161248948
1119	11	2717	CHKA	protein-coding	-0.886237646181368	5.39876991403411	-8.03029641060291	1.25204262854248e-07	1.02563932152112e-05	7.63503333625735
1241	14	4620	LTB4R	protein-coding	-0.913310786576112	5.40698974697875	-8.02709330517488	1.25968842048582e-07	1.02563932152112e-05	7.62846126436699
1154	3	2268	CISH	protein-coding	-0.956543034644101	4.73323540592806	-8.02693061678847	1.26007804584722e-07	1.02563932152112e-05	7.69069371730355
326624	17	3603	RAB37	protein-coding	-0.783063712884429	6.11331957402798	-8.01451063274805	1.29019480643911e-07	1.04172074556655e-05	7.54985633169659
55740	1	13172	ENAH	protein-coding	1.08285858719555	4.18496738589866	8.01209482972935	1.29613896662557e-07	1.04172074556655e-05	7.72515295202819
5621	20	2964	PRNP	protein-coding	-0.83402119572691	5.9799728547406	-8.00186012905349	1.3216384064396e-07	1.05557607474323e-05	7.53477674294653
163732	1	1291	CITED4	protein-coding	-1.21901357341849	3.47102534751627	-7.99012119099141	1.35152699057204e-07	1.07274306910063e-05	7.73551787567434
171586	18	2064	ABHD3	protein-coding	0.854641611370102	5.21590302755918	7.98343393714682	1.36886586535578e-07	1.07979857366553e-05	7.56451109716659
7128	6	4432	TNFAIP3	protein-coding	0.854899829833859	5.58904124593486	7.96184223171986	1.42644029837482e-07	1.11831169159091e-05	7.48975896125516
347454	X	1590	SOWAHD	protein-coding	1.23691036330834	4.38700938933509	8.32624625032747	1.44036467228239e-07	1.12178612909805e-05	7.67432191386649
5033	10	3015	P4HA1	protein-coding	0.838364068529545	5.30594798252742	7.95383350779111	1.44842876047561e-07	1.12178612909805e-05	7.49891367580048
1465	1	2324	CSRP1	protein-coding	0.71338631947119	6.95495306778787	7.94214950074484	1.48113998483628e-07	1.13602118721487e-05	7.36310951561219
348840	3	2897	ANKRD18DP	pseudo	1.94471709469502	2.75986519451716	8.27364584444349	1.48458829536649e-07	1.13602118721487e-05	7.67083674390082
687	9	5208	KLF9	protein-coding	-1.16055923340814	4.18855572960993	-8.00517232225245	1.5121372368281e-07	1.1502143898468e-05	7.58097019689716
27106	19	2942	ARRDC2	protein-coding	-1.09840533333222	4.40154758623031	-7.96524298593558	1.62985902964773e-07	1.23242417395671e-05	7.48338572311219
10507	9	6793	SEMA4D	protein-coding	-0.932938863813207	5.68336765450547	-8.10567319413825	1.6845729197088e-07	1.26630337299757e-05	7.36343754725797
1051	20	1837	CEBPB	protein-coding	-1.28647515005599	3.30318258514475	-7.86700830735147	1.71064460434006e-07	1.27838171923167e-05	7.51228794941093
6809	11	6475	STX3	protein-coding	0.724209415928706	6.54558725963358	7.85717625221322	1.74329257543111e-07	1.29520557101362e-05	7.21825502719595
79709	19	3593	COLGALT1	protein-coding	-0.67722245961336	7.73986347197845	-7.84682700744392	1.77835602583449e-07	1.30702085461772e-05	7.15021913410818
23220	11	5795	DTX4	protein-coding	1.90505630655554	2.2673011791825	7.84644878229972	1.77965121451978e-07	1.30702085461772e-05	7.41151406986083
116844	19	1780	LRG1	protein-coding	-0.924856388005062	4.67077865380714	-7.83835788182894	1.80759288323113e-07	1.30901008564102e-05	7.33338130379549
9735	12	6965	KNTC1	protein-coding	0.695564839527725	7.47861960814672	7.8339064494578	1.82315919865154e-07	1.30901008564102e-05	7.13245351804467
23046	1	9895	KIF21B	protein-coding	-0.933265665196133	5.86881357864752	-8.15663563634843	1.82319682347576e-07	1.30901008564102e-05	7.29028779787189
147138	17	4419	TMC8	protein-coding	-0.916960366021333	7.00967044338978	-8.50967978709716	1.82333355696143e-07	1.30901008564102e-05	7.30077616150493
89858	19	2219	SIGLEC12	protein-coding	-0.78320749351107	5.54061676925384	-7.82758228264769	1.84551350412586e-07	1.31223261282367e-05	7.2290674439242
6195	1	3383	RPS6KA1	protein-coding	-0.82097111714197	7.31337377609481	-8.10294273369129	1.84835957671384e-07	1.31223261282367e-05	7.18811012763427
1839	5	2358	HBEGF	protein-coding	1.3435082397265	3.45993421769729	7.82371813927255	1.85931183408304e-07	1.31271524462691e-05	7.42671545156844
1902	9	3168	LPAR1	protein-coding	4.11369549572639	0.27003213652843	8.12838186507825	1.91643434374513e-07	1.3456106856439e-05	6.15738141869472
5606	17	2375	MAP2K3	protein-coding	-0.921696333964364	4.59265448468424	-7.80338143720911	1.93371341328631e-07	1.35032369991179e-05	7.27348410536736
79930	5	3385	DOK3	protein-coding	-0.730850603751084	6.66156355249968	-7.75547959975211	2.12140399676976e-07	1.47333813449569e-05	7.00986671649138
84803	4	2534	GPAT3	protein-coding	1.79503921294199	2.52834476741201	7.7297273286637	2.23001121497167e-07	1.53403663571207e-05	7.23621926089784
